bin1_Fp1	bin1_AF7	bin1_AF3	bin1_F1	bin1_F3	bin1_F5	bin1_F7	bin1_FT7	bin1_FC5	bin1_FC3	bin1_FC1	bin1_C1	bin1_C3	bin1_C5	bin1_T7	bin1_TP7	bin1_CP5	bin1_CP3	bin1_CP1	bin1_P1	bin1_P3	bin1_P5	bin1_P7	bin1_P9	bin1_PO7	bin1_PO3	bin1_O1	bin1_Iz	bin1_Oz	bin1_POz	bin1_Pz	bin1_CPz	bin1_Fpz	bin1_Fp2	bin1_AF8	bin1_AF4	bin1_AFz	bin1_Fz	bin1_F2	bin1_F4	bin1_F6	bin1_F8	bin1_FT8	bin1_FC6	bin1_FC4	bin1_FC2	bin1_FCz	bin1_Cz	bin1_C2	bin1_C4	bin1_C6	bin1_T8	bin1_TP8	bin1_CP6	bin1_CP4	bin1_CP2	bin1_P2	bin1_P4	bin1_P6	bin1_P8	bin1_P10	bin1_PO8	bin1_PO4	bin1_O2		 ERPset
     1.027	    -5.163	     4.238	     5.356	     5.280	     1.711	    -1.698	    -0.674	     1.985	     4.985	     5.922	     5.633	     2.718	     0.155	    -1.031	    -0.582	    -0.755	    -0.130	     3.361	     0.891	    -1.046	    -1.529	    -1.393	    -0.473	     0.483	    -0.670	    -0.624	     0.758	    -0.873	    -0.397	     3.648	     6.335	     6.458	    16.171	    20.062	    12.154	     6.820	     7.089	     8.714	    12.035	    15.146	    19.906	    13.903	    12.406	    11.866	     9.519	     7.291	     7.410	     9.252	    10.265	     7.922	     7.563	     4.189	     5.862	     6.559	     7.193	     3.395	     3.392	     2.595	     2.380	    -0.311	     0.510	    -0.540	    -1.223	ld_01_hfhl_ld
     0.967	    -6.881	     4.110	     4.768	     3.335	    -1.111	    -2.767	    -1.851	    -0.964	     2.565	     5.096	     4.121	     2.525	    -0.805	    -1.580	    -0.896	    -2.664	    -0.601	     2.930	     6.597	    -1.574	    -2.712	     0.160	    -1.048	    -1.172	     0.543	    -0.942	    -1.833	    -1.088	     1.127	     3.060	     5.504	     9.170	    18.162	    21.577	    12.326	     6.836	     7.127	     8.863	    11.650	    15.366	    19.891	    15.302	    13.748	    11.046	     9.340	     7.008	     8.889	     9.172	     9.627	    10.106	     9.907	     4.224	     5.447	     5.981	     6.749	     2.972	     3.361	     2.515	     1.218	    -0.592	    -1.273	     1.686	    -2.469	ld_01_hfll_ld
    -0.376	    -6.518	     2.980	     4.148	     2.053	    -1.782	    -5.245	    -3.606	    -0.346	     2.104	     5.248	     4.045	     0.718	    -2.611	    -5.883	    -1.027	    -3.099	    -0.863	     1.631	    -0.052	    -2.194	    -2.389	    -1.210	    -0.231	    -1.161	    -1.557	     0.545	    -0.723	    -0.730	    -0.010	     1.978	     5.402	     6.394	    17.800	    19.525	    11.838	     6.429	     6.863	     9.242	    12.170	    16.469	    19.573	    10.104	    13.691	    11.348	    10.079	     7.337	     7.811	     9.269	     9.593	     9.157	     7.227	     3.549	     5.458	     6.516	     6.749	     2.830	     3.100	     1.813	     1.515	     1.154	     0.901	     0.462	    -0.101	ld_01_lfhl_ld
    -3.452	   -11.535	    -0.558	     3.579	     0.332	    -3.351	    -7.102	    -3.111	    -3.223	     2.172	     6.106	     7.238	     3.093	    -0.758	    -3.523	    -4.511	    -1.485	     2.069	     6.193	     2.938	     0.419	    -4.716	    -4.218	    -3.530	    -3.196	     0.642	    -2.212	    -3.142	    -3.992	     2.794	     5.346	     9.549	     4.208	    13.916	    17.720	     8.644	     3.095	     5.828	     7.576	     9.714	    14.385	    14.933	    13.643	    12.341	    10.300	    10.297	     8.846	     9.263	    10.736	     9.311	     8.084	     6.179	     2.731	     4.294	     6.445	     8.211	     4.641	     2.406	     1.380	     0.460	    -0.086	    -2.445	    -1.648	    -4.385	ld_01_lfll_ld
     7.918	     8.377	     9.030	     8.425	     8.258	     8.718	     8.000	     5.550	     6.724	     8.795	     9.596	    10.854	     9.618	     4.612	     4.080	     4.294	     6.511	     7.846	     9.717	     7.690	     6.892	     5.312	     4.103	     1.895	     4.409	     5.035	     2.198	     1.305	     1.081	     2.251	     7.219	    10.122	     6.849	     7.416	     6.402	     7.110	     8.001	     8.744	     8.992	     8.274	     5.124	     4.383	     2.188	     4.825	     8.630	    10.707	     9.689	    10.851	     9.868	     8.348	     4.983	     4.090	     4.124	     3.421	     6.642	     8.119	     5.278	     3.239	     1.968	     3.838	     1.906	     5.037	     0.426	     0.936	ld_02_hfhl_ld
     0.737	     0.646	     3.445	     4.453	     3.758	     1.296	     0.039	    -0.854	     1.899	     5.576	     6.095	     6.642	     5.958	     4.875	    -1.322	     0.189	     0.997	     4.550	     5.836	     4.435	     3.223	     1.501	     0.970	    -0.575	     2.174	     2.626	     1.110	    -0.346	    -0.962	     0.795	     3.894	     5.226	     0.789	     3.099	     4.647	     5.195	     2.523	     4.857	     5.177	     5.917	     6.070	     4.623	     3.406	     4.667	     6.033	     6.222	     6.650	     6.773	     6.169	     3.844	     2.926	     2.058	     0.665	     1.842	     3.495	     4.069	     2.565	     1.364	     0.989	     2.202	     1.418	     2.768	     0.878	     0.284	ld_02_hfll_ld
     6.398	     7.556	     8.594	    10.069	    10.432	     7.266	     7.248	     4.916	     8.511	    10.455	    11.038	    13.075	    11.098	     8.462	     5.676	     6.355	     7.259	     9.815	    11.616	    10.205	     8.823	     8.535	     7.503	     4.048	     9.713	     8.688	     7.330	     4.410	     4.896	     5.613	     9.729	    11.829	     5.977	     6.675	     6.450	     8.654	     9.379	    10.149	    10.894	    10.794	     7.563	     5.991	     5.993	     8.220	    11.104	    12.481	    11.739	    13.266	    11.421	    10.057	     7.122	     5.027	     5.704	     6.374	     8.049	    10.154	     8.797	     4.815	     5.635	     7.513	     4.629	     7.029	     3.822	     2.985	ld_02_lfhl_ld
     8.149	     7.616	     7.799	     9.816	     9.868	     7.849	     6.540	     5.339	     7.220	    10.925	    11.745	    12.148	    10.495	     8.272	     5.070	     4.019	     5.777	     8.034	    10.138	     6.973	     5.155	     4.767	     3.200	     2.233	     4.953	     4.968	     2.541	     1.618	     1.277	     0.933	     6.216	    10.724	     7.000	     8.584	    11.003	    10.044	     8.438	    10.166	    10.491	    11.512	    11.428	    10.225	     6.841	     9.117	    11.029	    12.423	    11.352	    12.171	    10.648	     9.084	     5.498	     6.922	     7.301	     5.588	     5.999	     6.885	     4.813	     4.058	     4.221	     6.673	     4.797	     6.429	     1.360	     1.488	ld_02_lfll_ld
    14.515	    15.539	    15.098	    17.719	    16.829	    16.585	    18.106	    15.164	    15.947	    15.757	    17.220	    13.995	    13.115	    12.126	    13.114	     8.193	     9.454	    10.503	    11.514	     8.154	     8.820	     6.868	     3.285	     1.438	     1.991	     4.686	    -2.106	     0.872	     0.833	     3.634	     7.934	    11.549	    11.942	    10.737	    10.138	    12.445	    14.259	    16.490	    15.942	    12.343	     9.248	     9.128	     5.972	     9.914	    12.576	    15.907	    17.790	    13.670	    12.595	    10.713	     6.805	     3.231	     2.401	     5.329	     8.493	     9.634	     7.204	     7.442	     5.520	     6.948	    -3.934	     6.929	     4.471	     2.640	ld_03_hfhl_ld
     9.282	    12.929	    11.585	    12.686	    13.910	    13.139	    14.934	    11.588	    11.718	    12.305	    12.183	    10.278	     9.112	     9.513	     9.909	     7.073	     5.246	     6.422	     7.660	     3.973	     3.445	     3.268	     2.159	     0.853	    -0.808	     0.542	    -3.370	    -3.723	    -3.740	    -1.747	     3.099	     7.483	     8.138	     6.330	     7.392	     9.346	    10.724	    12.032	    10.470	     8.494	     7.285	     7.797	     6.440	     5.458	     9.673	    10.868	    12.966	    10.619	     9.047	     6.939	     3.661	     2.561	     1.205	     3.126	     4.596	     5.765	     2.449	     2.519	     2.505	     3.654	     2.549	     2.907	     0.812	    -1.045	ld_03_hfll_ld
