bin1_Fp1	bin1_AF7	bin1_AF3	bin1_F1	bin1_F3	bin1_F5	bin1_F7	bin1_FT7	bin1_FC5	bin1_FC3	bin1_FC1	bin1_C1	bin1_C3	bin1_C5	bin1_T7	bin1_TP7	bin1_CP5	bin1_CP3	bin1_CP1	bin1_P1	bin1_P3	bin1_P5	bin1_P7	bin1_P9	bin1_PO7	bin1_PO3	bin1_O1	bin1_Iz	bin1_Oz	bin1_POz	bin1_Pz	bin1_CPz	bin1_Fpz	bin1_Fp2	bin1_AF8	bin1_AF4	bin1_AFz	bin1_Fz	bin1_F2	bin1_F4	bin1_F6	bin1_F8	bin1_FT8	bin1_FC6	bin1_FC4	bin1_FC2	bin1_FCz	bin1_Cz	bin1_C2	bin1_C4	bin1_C6	bin1_T8	bin1_TP8	bin1_CP6	bin1_CP4	bin1_CP2	bin1_P2	bin1_P4	bin1_P6	bin1_P8	bin1_P10	bin1_PO8	bin1_PO4	bin1_O2		 ERPset
   365.234	   367.188	   363.281	   359.375	   361.328	   359.375	   371.094	   365.234	   361.328	   359.375	   359.375	   357.422	   357.422	   357.422	   365.234	   361.328	   355.469	   355.469	   355.469	   355.469	   353.516	   355.469	   353.516	   330.078	   404.297	   417.969	   404.297	   396.484	   398.438	   400.391	   355.469	   355.469	   365.234	   484.375	   312.500	   357.422	   361.328	   300.781	   392.578	   351.563	   388.672	   478.516	   365.234	   390.625	   390.625	   353.516	   423.828	   353.516	   351.563	   394.531	   394.531	   392.578	   396.484	   396.484	   394.531	   353.516	   355.469	   398.438	   396.484	   398.438	   326.172	   400.391	   398.438	   402.344	ld_01_hfhl_ld
   445.313	   433.594	   429.688	   386.719	   423.828	   386.719	   431.641	   429.688	   390.625	   423.828	   421.875	   421.875	   421.875	   421.875	   402.344	   435.547	   417.969	   417.969	   394.531	   402.344	   412.109	   402.344	   402.344	   425.781	   414.063	   408.203	   404.297	   316.406	   402.344	   404.297	   394.531	   402.344	   373.047	   363.281	   449.219	   408.203	   371.094	   414.063	   410.156	   453.125	   451.172	   470.703	   443.359	   455.078	   408.203	   406.250	   414.063	   410.156	   406.250	   404.297	   400.391	   439.453	   384.766	   394.531	   400.391	   404.297	   400.391	   392.578	   392.578	   394.531	   388.672	   398.438	   396.484	   404.297	ld_01_hfll_ld
   369.141	   441.406	   435.547	   435.547	   433.594	   365.234	   369.141	   371.094	   431.641	   431.641	   431.641	   427.734	   371.094	   371.094	   425.781	   431.641	   371.094	   417.969	   425.781	   423.828	   421.875	   425.781	   425.781	   431.641	   423.828	   412.109	   410.156	   396.484	   400.391	   402.344	   425.781	   427.734	   482.422	   437.500	   486.328	   437.500	   437.500	   435.547	   437.500	   435.547	   492.188	   484.375	   437.500	   484.375	   433.594	   433.594	   433.594	   431.641	   429.688	   429.688	   429.688	   431.641	   429.688	   427.734	   425.781	   427.734	   425.781	   394.531	   392.578	   390.625	   435.547	   394.531	   396.484	   398.438	ld_01_lfhl_ld
   404.297	   380.859	   380.859	   384.766	   380.859	   378.906	   388.672	   380.859	   378.906	   380.859	   384.766	   384.766	   382.813	   382.813	   373.047	   339.844	   380.859	   382.813	   386.719	   404.297	   386.719	   410.156	   332.031	   447.266	   410.156	   406.250	   333.984	   326.172	   322.266	   404.297	   406.250	   390.625	   410.156	   378.906	   400.391	   408.203	   382.813	   384.766	   382.813	   406.250	   408.203	   384.766	   406.250	   412.109	   408.203	   410.156	   384.766	   386.719	   404.297	   404.297	   408.203	   408.203	   414.063	   404.297	   402.344	   402.344	   404.297	   404.297	   400.391	   404.297	   318.359	   408.203	   408.203	   410.156	ld_01_lfll_ld
   476.563	   478.516	   476.563	   474.609	   476.563	   476.563	   478.516	   478.516	   476.563	   476.563	   476.563	   478.516	   476.563	   476.563	   476.563	   478.516	   476.563	   427.734	   425.781	   421.875	   421.875	   478.516	   478.516	   478.516	   480.469	   419.922	   417.969	   480.469	   417.969	   417.969	   419.922	   421.875	   500.000	   500.000	   464.844	   472.656	   476.563	   474.609	   472.656	   470.703	   464.844	   380.859	   390.625	   457.031	   464.844	   472.656	   474.609	   429.688	   427.734	   421.875	   412.109	   429.688	   482.422	   416.016	   417.969	   419.922	   417.969	   417.969	   417.969	   484.375	   484.375	   484.375	   417.969	   419.922	ld_02_hfhl_ld
   390.625	   392.578	   390.625	   488.281	   486.328	   388.672	   390.625	   388.672	   486.328	   486.328	   488.281	   490.234	   388.672	   388.672	   390.625	   390.625	   388.672	   388.672	   486.328	   486.328	   492.188	   392.578	   396.484	   402.344	   490.234	   488.281	   486.328	   480.469	   486.328	   486.328	   453.125	   390.625	   390.625	   394.531	   367.188	   478.516	   390.625	   486.328	   480.469	   474.609	   369.141	   367.188	   365.234	   441.406	   474.609	   480.469	   486.328	   390.625	   445.313	   445.313	   443.359	   365.234	   441.406	   445.313	   449.219	   449.219	   451.172	   472.656	   476.563	   474.609	   486.328	   480.469	   486.328	   484.375	ld_02_hfll_ld
   500.000	   500.000	   468.750	   466.797	   468.750	   427.734	   390.625	   390.625	   425.781	   425.781	   466.797	   472.656	   421.875	   390.625	   486.328	   490.234	   490.234	   490.234	   421.875	   421.875	   488.281	   492.188	   425.781	   488.281	   484.375	   423.828	   425.781	   472.656	   427.734	   425.781	   421.875	   423.828	   468.750	   464.844	   460.938	   462.891	   466.797	   464.844	   464.844	   462.891	   460.938	   460.938	   460.938	   462.891	   462.891	   464.844	   464.844	   466.797	   464.844	   464.844	   464.844	   462.891	   474.609	   472.656	   425.781	   425.781	   425.781	   423.828	   476.563	   474.609	   474.609	   476.563	   480.469	   474.609	ld_02_lfhl_ld
   394.531	   394.531	   392.578	   472.656	   388.672	   390.625	   394.531	   388.672	   482.422	   478.516	   472.656	   378.906	   375.000	   480.469	   478.516	   478.516	   478.516	   476.563	   476.563	   476.563	   476.563	   476.563	   476.563	   480.469	   478.516	   476.563	   478.516	   478.516	   476.563	   474.609	   474.609	   476.563	   394.531	   394.531	   392.578	   392.578	   392.578	   390.625	   441.406	   394.531	   394.531	   390.625	   378.906	   380.859	   388.672	   386.719	   474.609	   380.859	   378.906	   376.953	   378.906	   382.813	   466.797	   470.703	   470.703	   472.656	   472.656	   474.609	   476.563	   332.031	   419.922	   480.469	   480.469	   478.516	ld_02_lfll_ld
   437.500	   437.500	   322.266	   316.406	   306.641	   300.781	   367.188	   375.000	   371.094	   300.781	   300.781	   404.297	   300.781	   371.094	   328.125	   328.125	   371.094	   300.781	   404.297	   406.250	   300.781	   367.188	   371.094	   490.234	   371.094	   367.188	   410.156	   304.688	   300.781	   410.156	   408.203	   406.250	   482.422	   326.172	   347.656	   316.406	   322.266	   322.266	   316.406	   312.500	   343.750	   345.703	   345.703	   341.797	   332.031	   308.594	   308.594	   406.250	   408.203	   332.031	   339.844	   343.750	   367.188	   335.938	   332.031	   408.203	   410.156	   369.141	   371.094	   371.094	   478.516	   373.047	   451.172	   302.734	ld_03_hfhl_ld
   400.391	   398.438	   494.141	   494.141	   494.141	   320.313	   322.266	   320.313	   318.359	   320.313	   320.313	   318.359	   318.359	   318.359	   355.469	   328.125	   316.406	   318.359	   316.406	   314.453	   314.453	   312.500	   462.891	   488.281	   453.125	   306.641	   306.641	   449.219	   308.594	   306.641	   314.453	   316.406	   496.094	   484.375	   406.250	   464.844	   464.844	   466.797	   464.844	   355.469	   355.469	   404.297	   357.422	   357.422	   320.313	   320.313	   318.359	   320.313	   320.313	   324.219	   357.422	   359.375	   359.375	   357.422	   320.313	   314.453	   312.500	   314.453	   357.422	   359.375	   447.266	   451.172	   310.547	   310.547	ld_03_hfll_ld
